val-core/openai/gsm8k/acc/mean@1,_step,chain,run_id,step
0.3457164518574678,0,flexible,h0z68uh1,0
0.10462471569370735,5,flexible,h0z68uh1,5
0.4541319181197877,10,flexible,h0z68uh1,10
0.48673237300985595,15,flexible,h0z68uh1,15
0.4829416224412434,20,flexible,h0z68uh1,20
0.5026535253980288,25,flexible,h0z68uh1,25
0.5079605761940864,30,flexible,h0z68uh1,30
0.5253980288097043,35,flexible,h0z68uh1,35
0.535253980288097,40,flexible,h0z68uh1,40
0.5398028809704322,45,flexible,h0z68uh1,45
0.5473843821076573,50,flexible,h0z68uh1,50
0.5473843821076573,55,flexible,h0z68uh1,55
0.5473843821076573,60,flexible,h0z68uh1,60
0.5602729340409401,65,flexible,h0z68uh1,65
0.5769522365428355,70,flexible,h0z68uh1,70
0.5633055344958302,75,flexible,h0z68uh1,75
0.5678544351781653,80,flexible,h0z68uh1,80
0.5708870356330553,85,flexible,h0z68uh1,85
0.5640636846095527,90,flexible,h0z68uh1,90
0.5739196360879454,95,flexible,h0z68uh1,95
0.5724033358605004,100,flexible,h0z68uh1,100
0.5708870356330553,105,flexible,h0z68uh1,105
0.5701288855193328,110,flexible,h0z68uh1,110
0.5610310841546626,116,flexible,haei454g,227
0.5693707354056103,120,flexible,haei454g,231
0.5731614859742229,125,flexible,haei454g,236
0.5724033358605004,130,flexible,haei454g,241
0.5890826383623957,135,flexible,haei454g,246
0.5807429871114481,140,flexible,haei454g,251
0.5708870356330553,145,flexible,haei454g,256
0.5724033358605004,150,flexible,haei454g,261
0.5572403335860501,155,flexible,haei454g,266
0.5633055344958302,160,flexible,haei454g,271
0.5640636846095527,165,flexible,haei454g,276
0.5648218347232752,170,flexible,haei454g,281
0.5890826383623957,175,flexible,haei454g,286
0.5860500379075056,180,flexible,haei454g,291
0.5822592873388931,185,flexible,haei454g,296
0.5830174374526156,190,flexible,haei454g,301
0.5784685367702805,195,flexible,haei454g,306
0.5822592873388931,200,flexible,haei454g,311
0.12736921910538287,0,strict,591vj91d,0
0.15769522365428354,5,strict,591vj91d,5
0.1463229719484458,10,strict,591vj91d,10
0.33586050037907506,15,strict,591vj91d,15
0.46474601971190294,20,strict,591vj91d,20
0.489764973464746,25,strict,591vj91d,25
0.5041698256254739,30,strict,591vj91d,30
0.5185746777862017,35,strict,591vj91d,35
0.5299469294920395,40,strict,591vj91d,40
0.5466262319939348,45,strict,591vj91d,45
0.5466262319939348,50,strict,591vj91d,50
0.5443517816527672,55,strict,591vj91d,55
0.5360121304018196,60,strict,591vj91d,60
0.558756633813495,65,strict,591vj91d,65
0.5670962850644428,70,strict,591vj91d,70
0.5617892342683851,75,strict,591vj91d,75
0.555724033358605,80,strict,591vj91d,80
0.5731614859742229,85,strict,591vj91d,85
0.5564821834723275,90,strict,591vj91d,90
0.5617892342683851,95,strict,591vj91d,95
0.579226686884003,100,strict,591vj91d,100
0.5860500379075056,105,strict,591vj91d,105
0.5708870356330553,110,strict,591vj91d,110
0.1288855193328279,0,strict,1iqrlhl1,111
0.2699014404852161,5,strict,1iqrlhl1,116
0.4116755117513268,10,strict,1iqrlhl1,121
0.467778620166793,15,strict,1iqrlhl1,126
0.5125094768764216,20,strict,1iqrlhl1,131
0.5284306292645944,25,strict,1iqrlhl1,136
0.5489006823351024,30,strict,1iqrlhl1,141
0.5420773313115997,35,strict,1iqrlhl1,146
0.5435936315390447,40,strict,1iqrlhl1,151
0.5610310841546626,45,strict,1iqrlhl1,156
0.5549658832448825,50,strict,1iqrlhl1,161
0.5701288855193328,55,strict,1iqrlhl1,166
0.5693707354056103,60,strict,1iqrlhl1,171
0.5701288855193328,65,strict,1iqrlhl1,176
0.577710386656558,70,strict,1iqrlhl1,181
0.5769522365428355,75,strict,1iqrlhl1,186
0.5731614859742229,80,strict,1iqrlhl1,191
0.5830174374526156,85,strict,1iqrlhl1,196
0.576194086429113,90,strict,1iqrlhl1,201
0.5670962850644428,95,strict,1iqrlhl1,206
0.5731614859742229,100,strict,1iqrlhl1,211
0.5731614859742229,105,strict,1iqrlhl1,216
0.5686125852918877,110,strict,1iqrlhl1,221
0.011372251705837756,0,shuffled,nyidb2zt,0
0.008339651250947688,5,shuffled,nyidb2zt,5
0.01061410159211524,10,shuffled,nyidb2zt,10
0.009097801364670205,15,shuffled,nyidb2zt,15
0.009097801364670205,20,shuffled,nyidb2zt,20
0.006823351023502654,25,shuffled,nyidb2zt,25
0.011372251705837756,30,shuffled,nyidb2zt,30
0.011372251705837756,35,shuffled,nyidb2zt,35
0.01061410159211524,40,shuffled,nyidb2zt,40
0.013646702047005308,45,shuffled,nyidb2zt,45
0.01288855193328279,50,shuffled,nyidb2zt,50
0.012130401819560273,55,shuffled,nyidb2zt,55
